,date,import_weighted_avg_tariff
133,2025-05-14,13.83118363795429
134,2025-05-15,13.83118363795429
135,2025-05-16,13.83118363795429
136,2025-05-17,13.83118363795429
137,2025-05-18,13.83118363795429
138,2025-05-19,13.83118363795429
139,2025-05-20,13.83118363795429
140,2025-05-21,13.83118363795429
141,2025-05-22,13.83118363795429
142,2025-05-23,13.83118363795429
143,2025-05-24,13.83118363795429
144,2025-05-25,13.83118363795429
145,2025-05-26,13.83118363795429
146,2025-05-27,13.83118363795429
147,2025-05-28,13.83118363795429
148,2025-05-29,13.83118363795429
149,2025-05-30,13.83118363795429
150,2025-05-31,13.83118363795429
151,2025-06-01,13.83118363795429
152,2025-06-02,13.83118363795429
153,2025-06-03,14.637977175958973
154,2025-06-04,14.637977175958973
155,2025-06-05,14.637977175958973
156,2025-06-06,14.637977175958973
157,2025-06-07,14.637977175958973
158,2025-06-08,14.637977175958973
159,2025-06-09,14.637977175958973
160,2025-06-10,14.637977175958973
161,2025-06-11,14.637977175958973
162,2025-06-12,14.637977175958973
163,2025-06-13,14.637977175958973
164,2025-06-14,14.637977175958973
165,2025-06-15,14.637977175958973
166,2025-06-16,14.637977175958973
167,2025-06-17,14.637977175958973
168,2025-06-18,14.637977175958973
169,2025-06-19,14.637977175958973
170,2025-06-20,14.637977175958973
171,2025-06-21,14.637977175958973
172,2025-06-22,14.637977175958973
173,2025-06-23,14.637977175958973
174,2025-06-24,14.637977175958973
175,2025-06-25,14.637977175958973
